,city,area,rooms,bathroom,parking_spaces,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),target
1814,4.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,880.0,48.0,14.0,6.849066257476807
1815,3.0,57.0,2.0,2.0,1.0,0.0,1.0,600.0,1800.0,0.0,24.0,7.793586730957031
1816,1.0,45.0,1.0,1.0,1.0,0.0,1.0,521.0,600.0,38.0,8.0,7.063048362731934
1817,4.0,42.0,1.0,1.0,1.0,1.0,0.0,712.0,3500.0,22.0,45.0,8.361708641052246
1818,3.0,68.0,2.0,1.0,1.0,0.0,1.0,560.0,1100.0,42.0,15.0,7.448915958404541
1819,3.0,120.0,3.0,2.0,1.0,0.0,1.0,1650.0,4800.0,355.0,62.0,8.834628105163574
1820,4.0,360.0,4.0,4.0,2.0,0.0,1.0,3340.0,11050.0,0.0,141.0,9.584039688110352
1821,4.0,140.0,2.0,1.0,0.0,0.0,1.0,0.0,1650.0,167.0,25.0,7.5191497802734375
1822,4.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0,1100.0,30.0,14.0,7.0431599617004395
1823,4.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,910.0,0.0,12.0,6.827629089355469
1824,1.0,110.0,3.0,1.0,1.0,0.0,1.0,780.0,1100.0,108.0,9.0,7.599902153015137
1825,1.0,69.0,2.0,1.0,1.0,1.0,1.0,485.0,980.0,60.0,13.0,7.338888168334961
1826,0.0,59.0,2.0,2.0,0.0,1.0,0.0,510.0,1400.0,112.0,19.0,7.621685028076172
1827,4.0,336.0,4.0,4.0,6.0,0.0,1.0,0.0,7677.0,950.0,116.0,9.076123237609863
1828,4.0,210.0,4.0,4.0,3.0,0.0,0.0,2800.0,5000.0,917.0,64.0,9.080459594726562
1829,4.0,242.0,4.0,5.0,4.0,0.0,0.0,3270.0,12000.0,930.0,153.0,9.702044486999512
1830,2.0,28.0,1.0,1.0,0.0,0.0,1.0,350.0,550.0,21.0,9.0,6.836259365081787
1831,4.0,220.0,4.0,3.0,3.0,1.0,0.0,4208.0,9000.0,1203.0,115.0,9.584039688110352
1832,2.0,62.0,3.0,2.0,1.0,1.0,1.0,485.0,1629.0,54.0,24.0,7.693025588989258
1833,3.0,111.0,3.0,2.0,2.0,0.0,0.0,1100.0,3500.0,325.0,46.0,8.511577606201172
1834,1.0,159.0,3.0,2.0,2.0,0.0,1.0,1000.0,2500.0,334.0,32.0,8.260233879089355
1835,3.0,70.0,2.0,2.0,0.0,0.0,0.0,690.0,2250.0,100.0,29.0,8.029433250427246
1836,4.0,150.0,3.0,2.0,2.0,0.0,1.0,1181.0,2000.0,384.0,26.0,8.186464309692383
1837,4.0,50.0,1.0,1.0,1.0,0.0,0.0,776.0,4000.0,126.0,51.0,8.507950782775879
1838,4.0,450.0,3.0,3.0,8.0,0.0,0.0,0.0,5015.0,400.0,76.0,8.611047744750977
1839,0.0,64.0,2.0,1.0,1.0,0.0,1.0,252.0,850.0,78.0,12.0,7.084226608276367
1840,4.0,600.0,5.0,7.0,5.0,0.0,1.0,0.0,5200.0,155.0,79.0,8.600614547729492
1841,4.0,70.0,1.0,1.0,0.0,0.0,1.0,430.0,3200.0,109.0,41.0,8.237743377685547
1842,4.0,76.0,3.0,2.0,0.0,0.0,1.0,1160.0,1240.0,95.0,16.0,7.828834533691406
1843,4.0,280.0,3.0,3.0,4.0,0.0,1.0,0.0,6520.0,834.0,99.0,8.916505813598633
1844,4.0,172.0,2.0,4.0,3.0,0.0,1.0,1400.0,11000.0,775.0,140.0,9.49709701538086
1845,4.0,246.0,3.0,4.0,4.0,0.0,0.0,3800.0,12000.0,750.0,153.0,9.723223686218262
1846,4.0,64.0,2.0,1.0,1.0,0.0,1.0,400.0,1500.0,101.0,20.0,7.611842632293701
1847,0.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,550.0,0.0,8.0,6.3261494636535645
1848,4.0,80.0,3.0,2.0,1.0,0.0,1.0,0.0,2170.0,47.0,33.0,7.719130039215088
1849,3.0,87.0,3.0,1.0,1.0,0.0,1.0,786.0,1800.0,159.0,24.0,7.926602363586426
1850,2.0,50.0,1.0,1.0,1.0,0.0,1.0,250.0,800.0,0.0,12.0,6.968850612640381
1851,2.0,50.0,1.0,1.0,0.0,0.0,1.0,400.0,800.0,20.0,12.0,7.117205619812012
1852,4.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,1850.0,167.0,28.0,7.6236419677734375
1853,4.0,43.0,1.0,1.0,0.0,0.0,1.0,219.0,1472.0,42.0,6.0,7.461640357971191
1854,4.0,300.0,3.0,4.0,0.0,0.0,0.0,0.0,10000.0,2000.0,151.0,9.405166625976562
1855,1.0,58.0,1.0,2.0,1.0,1.0,1.0,850.0,750.0,40.0,10.0,7.4091362953186035
1856,4.0,30.0,1.0,1.0,1.0,1.0,1.0,1379.0,1660.0,18.0,22.0,8.032685279846191
1857,4.0,54.0,2.0,1.0,0.0,1.0,1.0,571.0,1700.0,135.0,22.0,7.7952351570129395
1858,3.0,80.0,2.0,2.0,1.0,1.0,1.0,1050.0,3500.0,167.0,46.0,8.468842506408691
1859,2.0,62.0,2.0,2.0,1.0,0.0,1.0,480.0,1600.0,9.0,24.0,7.656337261199951
1860,2.0,66.0,2.0,2.0,0.0,0.0,1.0,550.0,1200.0,50.0,18.0,7.506042003631592
1861,4.0,80.0,2.0,2.0,1.0,0.0,1.0,400.0,1500.0,36.0,20.0,7.57916784286499
1862,4.0,560.0,4.0,4.0,7.0,0.0,1.0,8600.0,15000.0,5000.0,191.0,10.267818450927734
1863,4.0,30.0,1.0,1.0,1.0,0.0,0.0,500.0,3900.0,84.0,50.0,8.419580459594727
1864,4.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1600.0,0.0,25.0,7.39387845993042
1865,3.0,81.0,2.0,2.0,1.0,0.0,0.0,615.0,3500.0,225.0,46.0,8.386401176452637
1866,4.0,218.0,4.0,4.0,4.0,1.0,1.0,2488.0,4930.0,1454.0,63.0,9.097843170166016
1867,1.0,54.0,2.0,1.0,2.0,0.0,1.0,300.0,1200.0,46.0,16.0,7.354362487792969
1868,3.0,60.0,2.0,1.0,0.0,1.0,1.0,0.0,1200.0,0.0,19.0,7.1066060066223145
1869,0.0,100.0,3.0,1.0,1.0,0.0,1.0,150.0,1200.0,0.0,16.0,7.220373630523682
1870,4.0,156.0,2.0,3.0,2.0,0.0,0.0,2040.0,13590.0,292.0,173.0,9.686015129089355
1871,4.0,300.0,3.0,4.0,3.0,0.0,0.0,3000.0,4000.0,0.0,51.0,8.861066818237305
1872,4.0,39.0,1.0,1.0,1.0,1.0,0.0,680.0,2500.0,115.0,32.0,8.110126495361328
1873,4.0,150.0,4.0,3.0,4.0,0.0,1.0,0.0,3000.0,500.0,46.0,8.173857688903809
1874,4.0,140.0,2.0,3.0,4.0,0.0,0.0,2300.0,6170.0,417.0,79.0,9.101306915283203
1875,4.0,240.0,4.0,4.0,3.0,0.0,1.0,2800.0,4200.0,792.0,54.0,8.967886924743652
1876,4.0,70.0,2.0,1.0,0.0,0.0,1.0,0.0,1300.0,70.0,20.0,7.237778186798096
1877,1.0,462.0,4.0,7.0,4.0,0.0,1.0,0.0,5000.0,590.0,76.0,8.642415046691895
1878,1.0,67.0,3.0,1.0,1.0,1.0,1.0,351.0,890.0,40.0,12.0,7.165493488311768
1879,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,1200.0,63.0,20.0,7.157735347747803
1880,0.0,113.0,3.0,3.0,1.0,0.0,1.0,350.0,1100.0,88.0,15.0,7.348587512969971
1881,4.0,99.0,3.0,2.0,1.0,0.0,1.0,390.0,2500.0,90.0,32.0,8.01069164276123
1882,4.0,120.0,2.0,1.0,1.0,0.0,1.0,0.0,2100.0,175.0,32.0,7.744136810302734
1883,4.0,110.0,3.0,2.0,3.0,0.0,1.0,0.0,2600.0,400.0,40.0,8.019941329956055
1884,2.0,38.0,1.0,1.0,1.0,0.0,1.0,342.0,980.0,51.0,15.0,7.236339569091797
1885,1.0,100.0,3.0,1.0,1.0,0.0,1.0,999.0,1090.0,94.0,14.0,7.695302963256836
1886,3.0,135.0,4.0,2.0,2.0,0.0,1.0,1378.0,4200.0,468.0,55.0,8.716371536254883
1887,3.0,130.0,3.0,2.0,1.0,0.0,0.0,1338.0,3250.0,450.0,42.0,8.533263206481934
1888,0.0,80.0,3.0,2.0,1.0,0.0,1.0,305.0,1200.0,122.0,16.0,7.404887676239014
1889,4.0,300.0,3.0,2.0,5.0,0.0,1.0,0.0,11500.0,2000.0,173.0,9.523032188415527
1890,0.0,72.0,2.0,1.0,2.0,1.0,1.0,195.0,1300.0,97.0,18.0,7.384610176086426
1891,4.0,70.0,3.0,2.0,2.0,0.0,1.0,1058.0,1659.0,44.0,22.0,7.931643962860107
1892,4.0,395.0,4.0,4.0,3.0,0.0,0.0,2137.0,15000.0,834.0,191.0,9.807031631469727
1893,2.0,540.0,6.0,8.0,3.0,0.0,1.0,0.0,15000.0,467.0,267.0,9.6633882522583
1894,4.0,318.0,4.0,6.0,4.0,0.0,0.0,3450.0,10160.0,0.0,129.0,9.528139114379883
1895,0.0,42.0,2.0,1.0,1.0,0.0,1.0,170.0,900.0,27.0,12.0,7.012115478515625
1896,3.0,52.0,1.0,1.0,1.0,0.0,1.0,613.0,1400.0,22.0,19.0,7.628031253814697
1897,4.0,167.0,3.0,2.0,1.0,0.0,1.0,1787.0,10850.0,532.0,138.0,9.496346473693848
1898,4.0,50.0,1.0,1.0,0.0,1.0,1.0,467.0,1209.0,129.0,8.0,7.503289699554443
1899,1.0,65.0,2.0,2.0,1.0,1.0,1.0,412.0,1000.0,45.0,13.0,7.293697834014893
1900,4.0,140.0,4.0,4.0,3.0,0.0,1.0,1800.0,3600.0,583.0,46.0,8.70450210571289
1901,4.0,92.0,3.0,1.0,1.0,0.0,1.0,340.0,1600.0,4.0,21.0,7.583756446838379
1902,0.0,150.0,4.0,3.0,3.0,1.0,1.0,1200.0,3300.0,293.0,44.0,8.484256744384766
1903,1.0,60.0,1.0,1.0,0.0,0.0,1.0,250.0,1300.0,75.0,17.0,7.4042792320251465
1904,0.0,308.0,4.0,5.0,6.0,0.0,0.0,2000.0,13500.0,173.0,180.0,9.670988082885742
1905,4.0,159.0,2.0,3.0,1.0,1.0,0.0,1276.0,3230.0,49.0,41.0,8.433158874511719
1906,4.0,240.0,3.0,5.0,4.0,0.0,1.0,0.0,7500.0,459.0,113.0,8.996280670166016
1907,2.0,65.0,3.0,2.0,0.0,1.0,1.0,450.0,1690.0,86.0,25.0,7.719573974609375
1908,4.0,200.0,3.0,2.0,2.0,0.0,1.0,0.0,5000.0,167.0,76.0,8.564840316772461
1909,1.0,130.0,3.0,5.0,2.0,0.0,1.0,1170.0,3610.0,209.0,46.0,8.524367332458496
1910,3.0,21.0,1.0,1.0,0.0,0.0,1.0,519.0,1200.0,0.0,16.0,7.459338665008545
1911,4.0,68.0,2.0,1.0,1.0,0.0,1.0,525.0,1600.0,142.0,21.0,7.735870361328125
1912,2.0,40.0,1.0,1.0,0.0,0.0,1.0,450.0,900.0,38.0,14.0,7.246367931365967
1913,0.0,310.0,4.0,3.0,6.0,0.0,1.0,0.0,3100.0,187.0,51.0,8.113426208496094
1914,1.0,103.0,2.0,1.0,1.0,1.0,1.0,635.0,1060.0,84.0,14.0,7.492203235626221
1915,3.0,650.0,5.0,7.0,4.0,0.0,0.0,4100.0,15000.0,4241.0,229.0,10.06777286529541
1916,1.0,30.0,1.0,1.0,0.0,1.0,0.0,380.0,500.0,10.0,7.0,6.800169944763184
1917,0.0,155.0,4.0,5.0,3.0,1.0,1.0,1200.0,5000.0,593.0,67.0,8.833608627319336
1918,4.0,107.0,2.0,2.0,1.0,0.0,1.0,400.0,2600.0,0.0,33.0,8.017637252807617
1919,4.0,340.0,4.0,5.0,5.0,0.0,0.0,5200.0,12000.0,3400.0,153.0,9.940349578857422
1920,0.0,70.0,3.0,1.0,0.0,1.0,1.0,275.0,1200.0,104.0,16.0,7.375255584716797
1921,0.0,58.0,2.0,2.0,1.0,0.0,1.0,310.0,950.0,86.0,13.0,7.215240001678467
1922,4.0,70.0,3.0,2.0,1.0,1.0,0.0,569.0,3300.0,159.0,42.0,8.311643600463867
1923,4.0,240.0,3.0,3.0,0.0,0.0,1.0,300.0,4300.0,292.0,65.0,8.508757591247559
1924,3.0,130.0,3.0,2.0,1.0,0.0,1.0,1300.0,2800.0,300.0,37.0,8.397958755493164
1925,4.0,310.0,5.0,6.0,5.0,0.0,1.0,6900.0,10000.0,1834.0,127.0,9.84485149383545
1926,3.0,60.0,1.0,1.0,1.0,0.0,1.0,731.0,1300.0,54.0,17.0,7.651120185852051
1927,4.0,319.0,4.0,6.0,5.0,1.0,1.0,5000.0,10050.0,2900.0,128.0,9.802617073059082
1928,2.0,81.0,2.0,1.0,0.0,0.0,1.0,350.0,1150.0,5.0,17.0,7.328437328338623
1929,0.0,306.0,3.0,5.0,0.0,0.0,1.0,0.0,8000.0,0.0,132.0,9.003684997558594
1930,4.0,113.0,2.0,2.0,1.0,0.0,1.0,1000.0,3000.0,50.0,39.0,8.316300392150879
1931,4.0,280.0,3.0,4.0,2.0,1.0,1.0,4000.0,6000.0,1059.0,77.0,9.318387031555176
1932,4.0,270.0,3.0,3.0,3.0,0.0,1.0,2800.0,13000.0,959.0,165.0,9.736310958862305
1933,4.0,78.0,2.0,1.0,1.0,0.0,1.0,645.0,2000.0,35.0,26.0,7.9035964012146
1934,4.0,60.0,1.0,2.0,1.0,0.0,1.0,0.0,1500.0,30.0,23.0,7.348587512969971
1935,4.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,750.0,59.0,12.0,6.711740493774414
1936,3.0,58.0,2.0,1.0,1.0,0.0,1.0,594.0,800.0,77.0,11.0,7.301822185516357
1937,3.0,65.0,1.0,1.0,0.0,0.0,1.0,350.0,1800.0,30.0,24.0,7.698482990264893
1938,4.0,58.0,1.0,1.0,1.0,1.0,1.0,580.0,1740.0,75.0,23.0,7.791109561920166
1939,4.0,22.0,1.0,1.0,0.0,0.0,1.0,385.0,2100.0,40.0,27.0,7.845024585723877
1940,4.0,32.0,1.0,1.0,1.0,1.0,0.0,811.0,3200.0,174.0,41.0,8.349247932434082
1941,1.0,176.0,3.0,5.0,3.0,0.0,1.0,1350.0,5200.0,442.0,66.0,8.862058639526367
1942,0.0,350.0,7.0,5.0,4.0,0.0,1.0,0.0,7500.0,357.0,123.0,8.984819412231445
1943,4.0,260.0,4.0,4.0,2.0,0.0,0.0,2570.0,4400.0,584.0,56.0,8.937350273132324
1944,4.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,2300.0,198.0,35.0,7.837554454803467
1945,3.0,65.0,1.0,1.0,0.0,1.0,0.0,750.0,3500.0,142.0,46.0,8.398184776306152
1946,3.0,600.0,7.0,6.0,1.0,1.0,0.0,1300.0,15000.0,1167.0,194.0,9.77911376953125
1947,3.0,300.0,4.0,3.0,1.0,0.0,1.0,0.0,5000.0,367.0,77.0,8.602453231811523
1948,4.0,430.0,4.0,3.0,4.0,0.0,1.0,0.0,8500.0,1427.0,128.0,9.216422080993652
1949,4.0,260.0,5.0,5.0,4.0,1.0,1.0,4000.0,8000.0,2620.0,102.0,9.597030639648438
1950,0.0,211.0,3.0,4.0,3.0,1.0,1.0,0.0,8400.0,292.0,138.0,9.086023330688477
1951,1.0,103.0,3.0,2.0,1.0,1.0,1.0,885.0,1800.0,113.0,23.0,7.9452009201049805
1952,2.0,62.0,2.0,2.0,0.0,0.0,1.0,400.0,1556.0,100.0,23.0,7.64012336730957
1953,3.0,80.0,2.0,2.0,1.0,0.0,0.0,1100.0,3499.0,205.0,46.0,8.486940383911133
1954,4.0,60.0,1.0,1.0,1.0,1.0,1.0,0.0,1180.0,0.0,18.0,7.089242935180664
1955,4.0,27.0,1.0,1.0,0.0,1.0,1.0,1404.0,3500.0,1.0,45.0,8.507345199584961
1956,4.0,486.0,4.0,6.0,5.0,1.0,1.0,4614.0,4861.0,3772.0,62.0,9.496346473693848
1957,4.0,40.0,1.0,1.0,1.0,0.0,0.0,480.0,1680.0,102.0,22.0,7.734121322631836
1958,3.0,60.0,2.0,1.0,0.0,0.0,0.0,806.0,2800.0,97.0,37.0,8.227108001708984
1959,3.0,64.0,2.0,2.0,0.0,0.0,1.0,665.0,2200.0,104.0,29.0,8.006033897399902
1960,1.0,660.0,5.0,7.0,4.0,0.0,1.0,5381.0,10000.0,1100.0,127.0,9.717820167541504
1961,4.0,62.0,3.0,2.0,1.0,0.0,1.0,487.0,2400.0,54.0,31.0,7.997326850891113
1962,2.0,50.0,2.0,1.0,1.0,0.0,1.0,180.0,946.0,0.0,14.0,7.039660453796387
1963,4.0,380.0,3.0,4.0,4.0,0.0,1.0,0.0,8000.0,952.0,121.0,9.113168716430664
1964,1.0,134.0,3.0,3.0,2.0,1.0,1.0,1000.0,2500.0,177.0,32.0,8.21878719329834
1965,4.0,74.0,2.0,2.0,0.0,0.0,0.0,1105.0,3600.0,210.0,46.0,8.509564399719238
1966,0.0,68.0,2.0,2.0,1.0,0.0,0.0,1183.0,2500.0,207.0,34.0,8.275121688842773
1967,3.0,33.0,1.0,1.0,0.0,0.0,1.0,470.0,1600.0,72.0,21.0,7.679713726043701
1968,4.0,60.0,2.0,1.0,0.0,0.0,1.0,0.0,1100.0,0.0,17.0,7.019296646118164
1969,4.0,50.0,1.0,1.0,1.0,1.0,0.0,707.0,3700.0,30.0,47.0,8.408493995666504
1970,4.0,57.0,2.0,2.0,2.0,0.0,1.0,834.0,1630.0,189.0,21.0,7.891704559326172
1971,4.0,39.0,1.0,1.0,1.0,0.0,1.0,529.0,995.0,49.0,13.0,7.369600772857666
1972,2.0,45.0,1.0,1.0,1.0,1.0,1.0,30.0,760.0,0.0,12.0,6.6883544921875
1973,4.0,221.0,3.0,2.0,2.0,0.0,1.0,1980.0,4500.0,200.0,58.0,8.815667152404785
1974,4.0,140.0,3.0,2.0,0.0,0.0,0.0,2500.0,1799.0,375.0,23.0,8.4548921585083
1975,3.0,650.0,5.0,4.0,2.0,0.0,1.0,5718.0,9000.0,1431.0,116.0,9.697139739990234
1976,4.0,210.0,5.0,4.0,1.0,0.0,1.0,0.0,15000.0,1667.0,226.0,9.734536170959473
1977,0.0,100.0,4.0,2.0,3.0,0.0,1.0,1027.0,2600.0,238.0,35.0,8.268988609313965
1978,3.0,220.0,3.0,3.0,2.0,0.0,0.0,2500.0,9000.0,367.0,116.0,9.391077041625977
1979,4.0,42.0,1.0,1.0,0.0,0.0,1.0,400.0,1150.0,27.0,15.0,7.3733744621276855
1980,3.0,98.0,3.0,2.0,0.0,0.0,1.0,891.0,3000.0,185.0,39.0,8.322637557983398
1981,3.0,150.0,3.0,1.0,2.0,0.0,1.0,3290.0,5200.0,710.0,68.0,9.134430885314941
1982,4.0,170.0,3.0,3.0,4.0,0.0,1.0,0.0,3500.0,222.0,53.0,8.236420631408691
1983,4.0,60.0,2.0,1.0,0.0,0.0,1.0,1.0,1610.0,0.0,25.0,7.400620460510254
1984,4.0,120.0,3.0,4.0,2.0,0.0,1.0,187.0,3450.0,149.0,52.0,8.25296688079834
1985,4.0,142.0,2.0,3.0,2.0,0.0,1.0,1400.0,3550.0,492.0,45.0,8.610319137573242
1986,2.0,90.0,2.0,2.0,1.0,1.0,1.0,500.0,2500.0,84.0,37.0,8.046229362487793
1987,4.0,140.0,3.0,3.0,2.0,0.0,1.0,2400.0,6000.0,500.0,77.0,9.102532386779785
1988,3.0,26.0,1.0,1.0,0.0,0.0,1.0,325.0,1200.0,26.0,16.0,7.357556343078613
1989,4.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,790.0,0.0,11.0,6.687108516693115
1990,2.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,550.0,0.0,9.0,6.32793664932251
1991,3.0,140.0,3.0,2.0,0.0,0.0,1.0,350.0,2900.0,194.0,38.0,8.155649185180664
1992,0.0,134.0,4.0,2.0,3.0,1.0,1.0,650.0,3000.0,313.0,40.0,8.295048713684082
1993,4.0,400.0,5.0,4.0,2.0,0.0,1.0,2675.0,2000.0,832.0,26.0,8.61866569519043
1994,3.0,18.0,1.0,1.0,0.0,0.0,1.0,628.0,650.0,49.0,9.0,7.198183536529541
1995,3.0,62.0,1.0,1.0,1.0,0.0,1.0,1550.0,2800.0,182.0,37.0,8.427268028259277
1996,4.0,192.0,3.0,3.0,3.0,0.0,0.0,1790.0,6500.0,630.0,83.0,9.105423927307129
1997,4.0,80.0,3.0,2.0,1.0,0.0,1.0,850.0,1790.0,128.0,23.0,7.934513568878174
1998,2.0,38.0,1.0,1.0,1.0,0.0,1.0,350.0,2900.0,42.0,43.0,8.112527847290039
1999,0.0,112.0,2.0,3.0,2.0,0.0,1.0,442.0,1400.0,92.0,19.0,7.577633857727051
2000,3.0,15.0,1.0,1.0,0.0,1.0,1.0,500.0,1100.0,0.0,15.0,7.387709140777588
2001,4.0,29.0,1.0,1.0,0.0,0.0,1.0,257.0,1043.0,0.0,14.0,7.181591987609863
2002,0.0,55.0,2.0,1.0,1.0,0.0,1.0,200.0,1050.0,0.0,14.0,7.14282751083374
2003,4.0,88.0,3.0,1.0,2.0,0.0,1.0,1900.0,2500.0,84.0,32.0,8.415603637695312
2004,4.0,100.0,4.0,1.0,0.0,0.0,1.0,0.0,1600.0,100.0,25.0,7.453561782836914
2005,0.0,92.0,3.0,2.0,1.0,0.0,1.0,268.0,1800.0,141.0,24.0,7.711548805236816
2006,3.0,154.0,4.0,2.0,2.0,0.0,1.0,1850.0,4250.0,313.0,55.0,8.774776458740234
2007,4.0,240.0,4.0,3.0,3.0,0.0,1.0,2850.0,12000.0,700.0,153.0,9.661479949951172
2008,2.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,1340.0,4.0,20.0,7.218909740447998
2009,4.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1250.0,34.0,19.0,7.173191547393799
2010,4.0,180.0,3.0,3.0,2.0,0.0,1.0,2100.0,8000.0,413.0,102.0,9.270588874816895
2011,4.0,35.0,1.0,1.0,0.0,1.0,1.0,150.0,850.0,0.0,11.0,6.919683933258057
2012,3.0,64.0,2.0,1.0,1.0,0.0,1.0,0.0,3500.0,0.0,46.0,8.173857688903809
2013,4.0,60.0,2.0,1.0,1.0,0.0,1.0,550.0,1310.0,5.0,17.0,7.540621757507324
2014,4.0,239.0,4.0,4.0,3.0,0.0,0.0,0.0,5950.0,500.0,90.0,8.785845756530762
2015,4.0,130.0,3.0,2.0,1.0,1.0,0.0,1100.0,2300.0,109.0,30.0,8.171881675720215
2016,1.0,85.0,2.0,2.0,0.0,1.0,1.0,810.0,918.0,98.0,12.0,7.516977310180664
2017,3.0,75.0,2.0,2.0,1.0,0.0,0.0,650.0,2000.0,310.0,26.0,8.00202465057373
2018,4.0,90.0,2.0,2.0,1.0,0.0,1.0,0.0,1800.0,0.0,28.0,7.511524677276611
2019,0.0,100.0,3.0,1.0,1.0,0.0,1.0,300.0,1500.0,85.0,20.0,7.552762031555176
2020,4.0,70.0,2.0,2.0,1.0,1.0,1.0,670.0,1450.0,0.0,19.0,7.668560981750488
2021,3.0,86.0,3.0,1.0,0.0,0.0,1.0,800.0,1258.0,80.0,17.0,7.6760101318359375
2022,3.0,29.0,1.0,1.0,0.0,0.0,1.0,484.0,1500.0,26.0,20.0,7.616283416748047
2023,2.0,82.0,2.0,2.0,1.0,0.0,1.0,450.0,1700.0,67.0,25.0,7.715569496154785
2024,4.0,55.0,2.0,1.0,1.0,0.0,1.0,640.0,1625.0,0.0,21.0,7.734996318817139
2025,2.0,47.0,1.0,1.0,1.0,1.0,0.0,400.0,2200.0,0.0,33.0,7.876258850097656
2026,4.0,33.0,1.0,1.0,0.0,1.0,1.0,550.0,4000.0,0.0,51.0,8.434246063232422
2027,1.0,50.0,1.0,1.0,1.0,1.0,1.0,650.0,1800.0,130.0,23.0,7.864803791046143
2028,4.0,159.0,4.0,2.0,0.0,0.0,1.0,2064.0,1900.0,634.0,25.0,8.43901538848877
2029,0.0,62.0,3.0,2.0,1.0,1.0,1.0,230.0,1100.0,63.0,15.0,7.250635623931885
2030,4.0,80.0,2.0,1.0,2.0,0.0,1.0,0.0,1569.0,0.0,24.0,7.374001979827881
2031,4.0,170.0,3.0,4.0,3.0,0.0,1.0,1500.0,5000.0,450.0,64.0,8.855806350708008
2032,2.0,68.0,2.0,2.0,1.0,0.0,1.0,400.0,1800.0,82.0,27.0,7.745002746582031
2033,4.0,300.0,4.0,4.0,3.0,0.0,0.0,0.0,5080.0,284.0,77.0,8.60190200805664
2034,2.0,50.0,2.0,1.0,1.0,0.0,1.0,100.0,1460.0,0.0,22.0,7.367076873779297
2035,3.0,80.0,2.0,2.0,1.0,0.0,1.0,824.0,2000.0,279.0,26.0,8.048788070678711
2036,2.0,40.0,2.0,1.0,1.0,0.0,1.0,300.0,820.0,32.0,12.0,7.060476303100586
2037,4.0,270.0,3.0,4.0,2.0,0.0,1.0,2890.0,6500.0,100.0,83.0,9.1668062210083
2038,2.0,75.0,3.0,1.0,1.0,0.0,1.0,360.0,1100.0,47.0,17.0,7.329749584197998
2039,2.0,60.0,1.0,2.0,2.0,0.0,1.0,500.0,2800.0,17.0,41.0,8.11939811706543
2040,4.0,300.0,4.0,5.0,4.0,0.0,1.0,3600.0,7500.0,1334.0,96.0,9.43596076965332
2041,0.0,73.0,2.0,1.0,2.0,0.0,1.0,150.0,1200.0,62.0,16.0,7.264729976654053
2042,0.0,85.0,2.0,1.0,1.0,0.0,1.0,230.0,1000.0,61.0,14.0,7.174724102020264
2043,4.0,100.0,3.0,3.0,1.0,0.0,1.0,0.0,2400.0,0.0,37.0,7.798933506011963
2044,2.0,49.0,1.0,1.0,0.0,0.0,1.0,310.0,680.0,21.0,10.0,6.929516792297363
2045,4.0,35.0,1.0,1.0,0.0,0.0,0.0,420.0,1800.0,0.0,23.0,7.716015338897705
2046,4.0,240.0,3.0,4.0,1.0,1.0,1.0,1700.0,14850.0,400.0,189.0,9.749228477478027
2047,4.0,45.0,1.0,1.0,0.0,0.0,1.0,0.0,900.0,0.0,14.0,6.8189239501953125
2048,4.0,55.0,2.0,1.0,1.0,0.0,0.0,565.0,2800.0,0.0,36.0,8.132119178771973
2049,4.0,305.0,4.0,3.0,4.0,0.0,0.0,3428.0,11000.0,2134.0,140.0,9.723223686218262
2050,0.0,622.0,5.0,5.0,6.0,0.0,1.0,0.0,10000.0,924.0,164.0,9.313889503479004
2051,0.0,55.0,2.0,1.0,1.0,1.0,1.0,250.0,1200.0,67.0,16.0,7.335633754730225
2052,3.0,42.0,1.0,1.0,0.0,0.0,0.0,600.0,2300.0,167.0,30.0,8.038512229919434
2053,0.0,132.0,3.0,3.0,2.0,0.0,1.0,0.0,1500.0,207.0,20.0,7.4547200202941895
2054,0.0,53.0,2.0,1.0,0.0,0.0,1.0,626.0,850.0,76.0,12.0,7.355640888214111
2055,4.0,998.0,7.0,10.0,4.0,0.0,0.0,0.0,15000.0,5000.0,226.0,9.914971351623535
2056,4.0,22.0,1.0,1.0,0.0,1.0,0.0,350.0,2410.0,0.0,31.0,7.934513568878174
2057,3.0,35.0,1.0,1.0,0.0,0.0,1.0,350.0,850.0,60.0,11.0,7.148345947265625
2058,4.0,189.0,4.0,2.0,2.0,0.0,1.0,1970.0,8000.0,559.0,102.0,9.271529197692871
2059,4.0,375.0,4.0,5.0,3.0,0.0,0.0,0.0,9000.0,850.0,136.0,9.209039688110352
2060,4.0,65.0,2.0,1.0,1.0,0.0,1.0,315.0,1400.0,47.0,18.0,7.484930515289307
